STATE,REGION,OFFENCE CATEGORY,OFFENCE SUBCATEGORY,NUMBER
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,31
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,KIDNAPPING,10
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,5
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,82
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,96
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,4
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,33
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,58
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,THEFT /STEALING,595
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,BURGLARY,0
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,82
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,STORE BREAKING,22
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,137
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FORGERY,2
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,17
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,25
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARSON,66
NIGER,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,339
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MURDER,121
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,3
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SUICIDE,2
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,1
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,95
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ASSAULT,65
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,CHILD STEALING,1
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,41
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,KIDNAPPING,30
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,8
NIGER,NORTH CENTRAL,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,197
NIGER,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,2
NIGER,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
NIGER,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
NIGER,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,21
NIGER,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
NIGER,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,1
NIGER,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,18
NIGER,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,712
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,65
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,5
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,127
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,63
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,57
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,34
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,70
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,11
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,25
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,31
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARSON,11
OGUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,47
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,MURDER,105
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,14
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,20
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,4
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,88
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,150
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,4
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,43
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,15
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,7
OGUN,SOUTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,68
OGUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
OGUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
OGUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
OGUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,537
OGUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
OGUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
OGUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,0
OGUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,88
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,3
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,1107
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,89
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,83
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,57
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,485
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,16
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,8
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,203
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARSON,3
ONDO,SOUTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,0
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,MURDER,108
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,17
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,0
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,107
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,686
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,12
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,27
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,22
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,2
ONDO,SOUTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,301
ONDO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
ONDO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
ONDO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
ONDO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,279
ONDO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,10
ONDO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
ONDO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,0
ONDO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,32
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,2
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,279
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,42
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,37
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,49
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,60
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,1
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,1
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,10
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARSON,0
OSUN,SOUTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,1
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,MURDER,25
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,14
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,2
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,88
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,144
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,1
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,1
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,2
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,15
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,7
OSUN,SOUTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,19
OSUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
OSUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
OSUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
OSUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,52
OSUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,1
OSUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
OSUN,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,1
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,59
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,978
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,149
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,172
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,157
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,224
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,24
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,4
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,80
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARSON,18
OYO,SOUTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,0
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,MURDER,30
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,1
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,10
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,246
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,660
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,8
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,2
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,83
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,2
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,16
OYO,SOUTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,0
OYO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
OYO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
OYO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,6
OYO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,40
OYO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
OYO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
OYO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,0
OYO,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,44
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,2
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,THEFT /STEALING,801
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,BURGLARY,9
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,138
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,STORE BREAKING,72
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,254
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FORGERY,26
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,79
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,86
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARSON,16
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,342
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MURDER,71
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,1
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,5
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SUICIDE,6
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,236
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ASSAULT,68
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,CHILD STEALING,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,66
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,KIDNAPPING,10
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,8
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,265
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,1
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,1
PLATEAU,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,564
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,87
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,THEFT /STEALING,121
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,BURGLARY,45
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,144
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,STORE BREAKING,4
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,54
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,FORGERY,3
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,20
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,61
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,ARSON,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,MURDER,67
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,10
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,3
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,SUICIDE,105
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,112
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,ASSAULT,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,CHILD STEALING,31
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,SLAVE DEALING,23
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,5
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,KIDNAPPING,82
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,29
RIVERS,SOUTH SOUTH,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,0
RIVERS,SOUTH SOUTH,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,60
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,993
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,0
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,21
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,18
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,124
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,8
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,38
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,30
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,ARSON,28
SOKOTO,NORTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,302
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,MURDER,55
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,4
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,4
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,206
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,115
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,0
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,28
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,27
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,12
SOKOTO,NORTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,315
SOKOTO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
SOKOTO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
SOKOTO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
SOKOTO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,22
SOKOTO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,1
SOKOTO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,3
SOKOTO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,0
SOKOTO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,51
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,521
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,BURGLARY,1
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,64
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,STORE BREAKING,19
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,109
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,FORGERY,3
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,15
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,14
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,ARSON,25
TARABA,NORTH EAST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,176
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,MURDER,115
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
